month,barangay,age,gender,employment_status,educational_attainment,current_skill,work_experience,desired_career,applied_course
8,Calumangan,34,Male,Wage Employed,Junior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
2,Malingin,32,Male,Wage Employed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
8,Busay,35,Male,Wage Employed,College Undergraduate,Driving,Government,Hospitality,Driving NC II
8,Busay,19,Male,Self-employed,Senior High,Carpentry,Transportation,Construction,Carpentry NC II
7,Caridad,31,Male,Underemployed,Senior High,Carpentry,Agriculture,Construction,Carpentry NC II
5,Ma-ao,24,Male,Wage Employed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Ma-ao,33,Male,Unemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
9,Poblacion,39,Male,Wage Employed,College Undergraduate,Carpentry,Agriculture,Construction,Carpentry NC II
9,Poblacion,42,Male,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
6,Caridad,26,Male,Underemployed,Junior High,Carpentry,Construction,Construction,Carpentry NC II
4,Ma-ao,45,Male,Self-employed,Senior High,Electrical Repair,Manufacturing,ICT,Electrical Installation and Maintenance NC II
8,Bacong,31,Female,Wage Employed,Senior High,Driving,Transportation,Transportation,Driving NC II
9,Busay,34,Male,Wage Employed,College Graduate,Carpentry,None,Construction,Carpentry NC II
8,Busay,42,Male,Underemployed,Senior High,Cooking,None,Hospitality,Cookery NC II
7,Ilijan,54,Male,Wage Employed,College Graduate,Cooking,Hospitality,Transportation,Cookery NC II
7,Taloc,45,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
7,Abuanan,33,Male,Wage Employed,College Undergraduate,Driving,Business,Transportation,Driving NC II
6,Bacong,22,Female,Underemployed,Elementary Graduate,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
12,Binubuhan,32,Female,Unemployed,Senior High,Driving,Hospitality,Transportation,Driving NC II
1,Caridad,45,Male,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
9,Dulao,25,Male,Self-employed,College Undergraduate,Carpentry,Agriculture,Construction,Carpentry NC II
12,Lag-asan,26,Female,Underemployed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
12,Poblacion,38,Male,Unemployed,Senior High,Masonry,None,Agriculture,Masonry NC II
2,Abuanan,29,Female,Wage Employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
8,Poblacion,18,Male,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Pacol,20,Female,Unemployed,Elementary Graduate,Driving,Transportation,Transportation,Driving NC II
1,Lag-asan,31,Male,Underemployed,Junior High,Driving,Transportation,Agriculture,Driving NC II
3,Taloc,31,Male,Underemployed,Junior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
2,Mailum,45,Female,Self-employed,College Undergraduate,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
7,Ma-ao,26,Male,Wage Employed,College Graduate,Carpentry,Business,Construction,Carpentry NC II
5,Sagasa,37,Male,Wage Employed,College Graduate,Driving,Transportation,Business,Driving NC II
6,Ma-ao,29,Male,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
2,Malingin,27,Female,Wage Employed,College Graduate,Carpentry,None,Construction,Carpentry NC II
1,Busay,30,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
4,Alianza,52,Female,Unemployed,College Graduate,Driving,Government,Transportation,Driving NC II
6,Dulao,33,Male,Self-employed,Senior High,Masonry,None,Construction,Masonry NC II
11,Bacong,29,Male,Underemployed,Elementary Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
1,Caridad,18,Female,Wage Employed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
8,Taloc,30,Male,Underemployed,Senior High,Driving,Business,Transportation,Driving NC II
2,Ma-ao,33,Female,Unemployed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
3,Busay,25,Male,Wage Employed,Junior High,Driving,Transportation,Business,Driving NC II
10,Ma-ao,30,Male,Self-employed,College Graduate,Cooking,None,Hospitality,Cookery NC II
3,Binubuhan,43,Female,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
5,Bacong,24,Male,Wage Employed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
7,Bagroy,24,Male,Unemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
2,Busay,29,Female,Self-employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
12,Bagroy,41,Female,Underemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
1,Balingasag,24,Male,Underemployed,College Undergraduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
5,Poblacion,31,Male,Self-employed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
4,Caridad,32,Female,Wage Employed,Senior High,Driving,Government,Transportation,Driving NC II
6,Ilijan,38,Female,Underemployed,Junior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
7,Napoles,29,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
4,Tabunan,35,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
2,Napoles,42,Male,Underemployed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
3,Bagroy,31,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
1,Malingin,31,Female,Underemployed,Elementary Graduate,Cooking,Retail,Hospitality,Cookery NC II
10,Taloc,32,Male,Underemployed,Elementary Graduate,Driving,Retail,Transportation,Driving NC II
10,Busay,38,Male,Underemployed,Senior High,Masonry,Construction,Construction,Masonry NC II
4,Atipuluan,40,Male,Self-employed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
7,Pacol,40,Male,Unemployed,Senior High,Carpentry,Business,Construction,Carpentry NC II
3,Ma-ao,26,Male,Self-employed,Junior High,Cooking,Agriculture,Hospitality,Cookery NC II
12,Caridad,24,Male,Unemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
1,Sagasa,26,Female,Wage Employed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
3,Poblacion,41,Male,Underemployed,Senior High,Carpentry,None,Construction,Carpentry NC II
3,Malingin,36,Male,Unemployed,College Undergraduate,Masonry,Construction,Construction,Masonry NC II
10,Lag-asan,45,Male,Wage Employed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
2,Poblacion,31,Female,Unemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
4,Pacol,23,Female,Self-employed,College Undergraduate,Driving,None,Transportation,Driving NC II
6,Poblacion,21,Male,Unemployed,Senior High,Driving,Construction,Transportation,Driving NC II
4,Sagasa,39,Female,Self-employed,Junior High,Driving,Hospitality,Agriculture,Driving NC II
3,Balingasag,36,Male,Underemployed,College Graduate,Driving,None,Transportation,Driving NC II
9,Ma-ao,21,Male,Wage Employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
3,Taloc,24,Female,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
7,Calumangan,43,Female,Underemployed,Senior High,Baking,Business,Hospitality,Bread and Pastry NC II
4,Lag-asan,25,Male,Unemployed,Junior High,Computer Literacy,ICT,Transportation,Computer Systems Servicing NC II
3,Abuanan,29,Male,Unemployed,Senior High,Carpentry,None,Construction,Carpentry NC II
11,Taloc,28,Male,Unemployed,Senior High,Masonry,Manufacturing,Construction,Masonry NC II
1,Mailum,31,Male,Underemployed,Senior High,Masonry,Agriculture,Construction,Masonry NC II
7,Busay,33,Male,Underemployed,College Graduate,Masonry,Construction,Construction,Masonry NC II
12,Taloc,29,Female,Underemployed,Elementary Graduate,Masonry,Construction,Construction,Masonry NC II
6,Atipuluan,43,Male,Wage Employed,College Graduate,Carpentry,Business,Construction,Carpentry NC II
8,Balingasag,41,Male,Unemployed,Junior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
6,Busay,33,Male,Unemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
8,Lag-asan,26,Male,Unemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
7,Atipuluan,48,Male,Unemployed,College Graduate,Driving,Government,Transportation,Driving NC II
9,Dulao,30,Female,Self-employed,College Undergraduate,Cooking,Agriculture,Hospitality,Cookery NC II
9,Mailum,28,Male,Underemployed,Senior High,Cooking,Transportation,Hospitality,Cookery NC II
7,Balingasag,19,Female,Underemployed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
7,Mailum,25,Female,Underemployed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
5,Bagroy,18,Male,Unemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
6,Bagroy,35,Female,Self-employed,Senior High,Carpentry,Construction,Construction,Carpentry NC II
7,Alianza,20,Female,Unemployed,College Undergraduate,Cooking,Agriculture,Hospitality,Cookery NC II
4,Sagasa,24,Female,Self-employed,Elementary Graduate,Cooking,Hospitality,Hospitality,Cookery NC II
5,Bacong,24,Male,Unemployed,Senior High,Cooking,Agriculture,Hospitality,Cookery NC II
1,Busay,37,Male,Wage Employed,Junior High,Carpentry,Retail,Construction,Carpentry NC II
1,Atipuluan,28,Male,Self-employed,College Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
6,Ma-ao,19,Male,Unemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Poblacion,42,Male,Underemployed,Junior High,Cooking,Hospitality,Hospitality,Cookery NC II
6,Bacong,25,Male,Unemployed,Senior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
11,Lag-asan,26,Female,Underemployed,Elementary Graduate,Baking,Hospitality,Hospitality,Bread and Pastry NC II
6,Caridad,23,Male,Self-employed,College Graduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
3,Bacong,32,Male,Underemployed,Junior High,Driving,Business,Transportation,Driving NC II
2,Malingin,37,Female,Unemployed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
6,Ma-ao,22,Female,Unemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Malingin,28,Male,Self-employed,College Undergraduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
1,Taloc,25,Female,Underemployed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
10,Mailum,29,Female,Unemployed,Senior High,Electrical Repair,Agriculture,ICT,Electrical Installation and Maintenance NC II
1,Dulao,31,Male,Unemployed,Junior High,Masonry,Construction,Construction,Masonry NC II
10,Bagroy,37,Male,Self-employed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
10,Lag-asan,32,Female,Self-employed,Senior High,Cooking,Hospitality,Hospitality,Cookery NC II
1,Calumangan,18,Male,Underemployed,Junior High,Driving,Transportation,Transportation,Driving NC II
8,Bagroy,33,Male,Self-employed,Senior High,Carpentry,Business,Business,Carpentry NC II
10,Ma-ao,32,Male,Wage Employed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
5,Mailum,19,Female,Wage Employed,Junior High,Driving,Transportation,Transportation,Driving NC II
1,Alianza,29,Male,Underemployed,College Graduate,Computer Literacy,Retail,ICT,Computer Systems Servicing NC II
2,Dulao,29,Male,Underemployed,College Undergraduate,Masonry,Hospitality,Business,Masonry NC II
11,Taloc,20,Female,Self-employed,Junior High,Baking,Retail,Hospitality,Bread and Pastry NC II
4,Ma-ao,18,Male,Self-employed,Senior High,Driving,Government,Transportation,Driving NC II
5,Napoles,45,Female,Underemployed,Senior High,Baking,Hospitality,Business,Bread and Pastry NC II
11,Bagroy,45,Male,Unemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
7,Busay,28,Male,Underemployed,College Undergraduate,Welding,Construction,Construction,Shielded Metal Arc Welding NC I
6,Sagasa,26,Male,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
7,Balingasag,54,Female,Wage Employed,College Graduate,Driving,Transportation,Hospitality,Driving NC II
3,Alianza,30,Female,Underemployed,College Undergraduate,Driving,Transportation,Transportation,Driving NC II
6,Bagroy,26,Male,Wage Employed,Senior High,Driving,None,Transportation,Driving NC II
9,Taloc,18,Male,Unemployed,Junior High,Masonry,Agriculture,Construction,Masonry NC II
5,Poblacion,24,Male,Wage Employed,Senior High,Carpentry,Manufacturing,Construction,Carpentry NC II
12,Dulao,42,Male,Unemployed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
5,Poblacion,41,Male,Self-employed,College Undergraduate,Cooking,None,Business,Cookery NC II
10,Abuanan,23,Female,Unemployed,Junior High,Baking,Hospitality,Hospitality,Bread and Pastry NC II
8,Busay,36,Female,Underemployed,Senior High,Carpentry,Business,Construction,Carpentry NC II
12,Bacong,18,Female,Unemployed,Elementary Graduate,Computer Literacy,Retail,Business,Computer Systems Servicing NC II
7,Binubuhan,25,Male,Underemployed,College Graduate,Computer Literacy,Government,ICT,Computer Systems Servicing NC II
6,Binubuhan,38,Male,Unemployed,Senior High,Electrical Repair,Construction,Construction,Electrical Installation and Maintenance NC II
12,Bacong,29,Male,Unemployed,College Graduate,Masonry,Construction,Construction,Masonry NC II
5,Poblacion,41,Male,Wage Employed,College Undergraduate,Driving,Agriculture,Transportation,Driving NC II
8,Ma-ao,40,Male,Self-employed,Elementary Graduate,Carpentry,Agriculture,Construction,Carpentry NC II
3,Calumangan,33,Male,Wage Employed,Senior High,Driving,Hospitality,Transportation,Driving NC II
4,Poblacion,19,Male,Underemployed,Senior High,Driving,Transportation,Transportation,Driving NC II
2,Atipuluan,51,Female,Self-employed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
10,Dulao,18,Male,Unemployed,Senior High,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
4,Alianza,40,Female,Underemployed,Junior High,Baking,Agriculture,Hospitality,Bread and Pastry NC II
1,Tabunan,22,Male,Unemployed,College Undergraduate,Cooking,Government,Hospitality,Cookery NC II
7,Ilijan,36,Male,Wage Employed,College Undergraduate,Cooking,Retail,Hospitality,Cookery NC II
4,Poblacion,31,Male,Unemployed,Junior High,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
3,Pacol,35,Male,Wage Employed,College Undergraduate,Driving,Transportation,Business,Driving NC II
8,Atipuluan,41,Female,Self-employed,College Undergraduate,Driving,ICT,Transportation,Driving NC II
10,Taloc,22,Male,Underemployed,Junior High,Welding,Manufacturing,Agriculture,Shielded Metal Arc Welding NC I
11,Caridad,35,Female,Underemployed,Junior High,Computer Literacy,Business,ICT,Computer Systems Servicing NC II
3,Calumangan,50,Male,Self-employed,College Graduate,Driving,Retail,Transportation,Driving NC II
8,Pacol,41,Male,Underemployed,Senior High,Welding,Manufacturing,Construction,Shielded Metal Arc Welding NC I
7,Caridad,21,Male,Wage Employed,Elementary Graduate,Carpentry,Agriculture,Construction,Carpentry NC II
11,Alianza,45,Female,Self-employed,Senior High,Baking,Government,Hospitality,Bread and Pastry NC II
3,Mailum,18,Male,Unemployed,Junior High,Masonry,Construction,Business,Masonry NC II
7,Ma-ao,32,Male,Self-employed,College Undergraduate,Carpentry,Agriculture,Business,Carpentry NC II
1,Poblacion,26,Female,Underemployed,Elementary Graduate,Computer Literacy,Government,Business,Computer Systems Servicing NC II
8,Lag-asan,50,Female,Unemployed,College Graduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
6,Abuanan,45,Male,Unemployed,College Undergraduate,Baking,Retail,Agriculture,Bread and Pastry NC II
1,Busay,36,Male,Self-employed,Senior High,Driving,Transportation,Transportation,Driving NC II
6,Mailum,18,Male,Unemployed,Senior High,Electrical Repair,Manufacturing,Construction,Electrical Installation and Maintenance NC II
11,Ma-ao,41,Female,Self-employed,Senior High,Cooking,Government,Hospitality,Cookery NC II
2,Bagroy,30,Female,Wage Employed,Senior High,Baking,Hospitality,Agriculture,Bread and Pastry NC II
5,Mailum,19,Female,Unemployed,Junior High,Baking,Business,Hospitality,Bread and Pastry NC II
9,Malingin,25,Male,Unemployed,College Graduate,Carpentry,Construction,Construction,Carpentry NC II
2,Taloc,21,Female,Unemployed,College Undergraduate,Computer Literacy,ICT,ICT,Computer Systems Servicing NC II
11,Bagroy,45,Female,Underemployed,Senior High,Baking,Hospitality,Business,Bread and Pastry NC II
2,Busay,23,Female,Self-employed,College Undergraduate,Cooking,Hospitality,Hospitality,Cookery NC II
12,Bagroy,45,Female,Underemployed,College Graduate,Carpentry,Manufacturing,ICT,Carpentry NC II
