barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Abuanan,Driving NC II,29,Male,Elementary Graduate,Unemployed,Driving,Transportation,Returning Learner,Dropout
Lag-asan,Masonry NC II,39,Male,College Undergraduate,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Bagroy,Carpentry NC II,21,Male,Junior High,Underemployed,Carpentry,Construction,New Entrant,Dropout
Busay,Cookery NC II,28,Female,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Alianza,Carpentry NC II,18,Male,Senior High,Unemployed,Carpentry,Construction,New Entrant,Graduate
Taloc,Masonry NC II,25,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Dropout
Lag-asan,Shielded Metal Arc Welding NC I,18,Male,Senior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Alianza,Computer Systems Servicing NC II,23,Female,Senior High,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Taloc,Cookery NC II,26,Male,Senior High,Wage Employed,Cooking,Hospitality,Returning Learner,Graduate
Napoles,Shielded Metal Arc Welding NC I,18,Female,Junior High,Unemployed,Welding,Construction,Experienced Worker,Dropout
Bacong,Driving NC II,43,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Malingin,Electrical Installation and Maintenance NC II,36,Male,Senior High,Self-employed,Electrical Repair,Construction,Returning Learner,Dropout
Malingin,Driving NC II,51,Male,College Graduate,Self-employed,Driving,Transportation,New Entrant,Dropout
Taloc,Shielded Metal Arc Welding NC I,18,Female,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Graduate
Napoles,Computer Systems Servicing NC II,24,Female,College Graduate,Underemployed,Computer Literacy,ICT,Returning Learner,Graduate
Busay,Driving NC II,24,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Balingasag,Shielded Metal Arc Welding NC I,26,Male,Elementary Graduate,Unemployed,Welding,Construction,Career Shifter,Dropout
Abuanan,Carpentry NC II,41,Male,College Undergraduate,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Atipuluan,Bread and Pastry NC II,35,Female,Junior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Ilijan,Driving NC II,32,Male,Junior High,Self-employed,Driving,Transportation,Returning Learner,Graduate
Abuanan,Computer Systems Servicing NC II,39,Male,College Undergraduate,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Atipuluan,Electrical Installation and Maintenance NC II,32,Male,Senior High,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Bagroy,Masonry NC II,43,Male,Senior High,Self-employed,Masonry,Construction,Experienced Worker,Dropout
Calumangan,Driving NC II,19,Male,Elementary Graduate,Self-employed,Driving,Transportation,Returning Learner,Graduate
Taloc,Electrical Installation and Maintenance NC II,20,Male,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Dropout
Dulao,Carpentry NC II,27,Male,Senior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Lag-asan,Electrical Installation and Maintenance NC II,39,Male,Senior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Ilijan,Shielded Metal Arc Welding NC I,41,Male,Senior High,Underemployed,Driving,Hospitality,New Entrant,Dropout
Busay,Masonry NC II,49,Male,College Graduate,Wage Employed,Masonry,ICT,New Entrant,Graduate
Poblacion,Masonry NC II,38,Male,Elementary Graduate,Self-employed,Masonry,Construction,Returning Learner,Graduate
Atipuluan,Driving NC II,31,Male,Junior High,Wage Employed,Driving,Transportation,Career Shifter,Graduate
Poblacion,Electrical Installation and Maintenance NC II,19,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Taloc,Driving NC II,25,Male,Elementary Graduate,Underemployed,Driving,Business,New Entrant,Graduate
Abuanan,Electrical Installation and Maintenance NC II,40,Male,College Undergraduate,Wage Employed,Electrical Repair,Construction,New Entrant,Graduate
Balingasag,Shielded Metal Arc Welding NC I,19,Male,Elementary Graduate,Underemployed,Masonry,Construction,Career Shifter,Dropout
Taloc,Electrical Installation and Maintenance NC II,34,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Dulao,Cookery NC II,42,Male,Junior High,Self-employed,Cooking,Hospitality,Experienced Worker,Dropout
Napoles,Computer Systems Servicing NC II,42,Male,Senior High,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Caridad,Driving NC II,22,Female,Junior High,Underemployed,Driving,Transportation,Career Shifter,Graduate
Taloc,Driving NC II,24,Female,Senior High,Self-employed,Driving,Transportation,Returning Learner,Graduate
Atipuluan,Cookery NC II,41,Male,Senior High,Wage Employed,Cooking,Hospitality,New Entrant,Graduate
Bacong,Shielded Metal Arc Welding NC I,26,Male,Elementary Graduate,Underemployed,Welding,Construction,Returning Learner,Graduate
Ma-ao,Bread and Pastry NC II,18,Male,Senior High,Unemployed,Baking,Hospitality,Returning Learner,Dropout
Taloc,Masonry NC II,37,Female,College Graduate,Self-employed,Masonry,Construction,Experienced Worker,Graduate
Ma-ao,Shielded Metal Arc Welding NC I,38,Male,College Undergraduate,Self-employed,Welding,ICT,Experienced Worker,Dropout
Dulao,Computer Systems Servicing NC II,24,Female,College Undergraduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Caridad,Electrical Installation and Maintenance NC II,20,Male,Senior High,Wage Employed,Electrical Repair,Construction,Returning Learner,Dropout
Taloc,Electrical Installation and Maintenance NC II,32,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Taloc,Cookery NC II,30,Female,College Undergraduate,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Ma-ao,Electrical Installation and Maintenance NC II,39,Male,Elementary Graduate,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Tabunan,Masonry NC II,28,Male,Senior High,Underemployed,Masonry,Construction,Career Shifter,Dropout
Caridad,Electrical Installation and Maintenance NC II,30,Female,Junior High,Self-employed,Electrical Repair,Construction,Experienced Worker,Graduate
Tabunan,Masonry NC II,40,Male,Senior High,Self-employed,Masonry,Construction,Experienced Worker,Dropout
Balingasag,Masonry NC II,34,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Poblacion,Masonry NC II,31,Male,Senior High,Underemployed,Masonry,Construction,Returning Learner,Graduate
Atipuluan,Shielded Metal Arc Welding NC I,43,Male,College Undergraduate,Unemployed,Welding,Construction,Returning Learner,Dropout
Sagasa,Carpentry NC II,36,Male,Junior High,Unemployed,Carpentry,Construction,New Entrant,Dropout
Abuanan,Carpentry NC II,38,Male,Elementary Graduate,Wage Employed,Cooking,Hospitality,New Entrant,Graduate
Atipuluan,Shielded Metal Arc Welding NC I,43,Female,Senior High,Unemployed,Welding,Construction,Career Shifter,Graduate
Taloc,Driving NC II,31,Female,Senior High,Underemployed,Driving,Transportation,Career Shifter,Graduate
Napoles,Shielded Metal Arc Welding NC I,40,Male,Senior High,Self-employed,Welding,Construction,Returning Learner,Graduate
Atipuluan,Carpentry NC II,35,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Poblacion,Bread and Pastry NC II,23,Female,Senior High,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Alianza,Shielded Metal Arc Welding NC I,40,Male,College Undergraduate,Unemployed,Welding,Construction,New Entrant,Graduate
Caridad,Carpentry NC II,18,Female,Senior High,Unemployed,Cooking,Hospitality,Career Shifter,Dropout
Alianza,Electrical Installation and Maintenance NC II,29,Female,Junior High,Wage Employed,Electrical Repair,Construction,Experienced Worker,Graduate
Calumangan,Carpentry NC II,21,Male,Junior High,Unemployed,Carpentry,Construction,Returning Learner,Graduate
Abuanan,Carpentry NC II,34,Male,College Graduate,Underemployed,Carpentry,Construction,New Entrant,Graduate
Poblacion,Driving NC II,26,Male,Junior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Abuanan,Computer Systems Servicing NC II,32,Female,College Graduate,Underemployed,Computer Literacy,ICT,Career Shifter,Dropout
Atipuluan,Driving NC II,34,Male,Senior High,Wage Employed,Driving,Transportation,New Entrant,Graduate
Pacol,Driving NC II,25,Male,Senior High,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Atipuluan,Bread and Pastry NC II,41,Male,College Undergraduate,Underemployed,Baking,Hospitality,Returning Learner,Graduate
Abuanan,Bread and Pastry NC II,20,Male,Senior High,Wage Employed,Baking,Hospitality,Experienced Worker,Graduate
Poblacion,Masonry NC II,24,Female,Junior High,Underemployed,Masonry,Construction,New Entrant,Graduate
Ma-ao,Bread and Pastry NC II,31,Male,Junior High,Underemployed,Baking,Hospitality,New Entrant,Graduate
Malingin,Driving NC II,35,Male,College Undergraduate,Wage Employed,Driving,Transportation,Experienced Worker,Graduate
Atipuluan,Computer Systems Servicing NC II,35,Male,Senior High,Unemployed,Computer Literacy,ICT,Career Shifter,Graduate
Caridad,Cookery NC II,45,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Napoles,Masonry NC II,24,Male,Senior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Mailum,Shielded Metal Arc Welding NC I,36,Male,Elementary Graduate,Wage Employed,Welding,Construction,Returning Learner,Graduate
Abuanan,Cookery NC II,31,Male,College Graduate,Underemployed,Cooking,Hospitality,Returning Learner,Graduate
Napoles,Cookery NC II,24,Male,Junior High,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Pacol,Computer Systems Servicing NC II,55,Male,College Graduate,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Ma-ao,Masonry NC II,32,Male,Senior High,Underemployed,Masonry,Construction,Career Shifter,Graduate
Malingin,Driving NC II,40,Male,College Undergraduate,Self-employed,Driving,Transportation,Career Shifter,Graduate
Ma-ao,Masonry NC II,30,Male,Senior High,Self-employed,Masonry,Business,Returning Learner,Dropout
Poblacion,Shielded Metal Arc Welding NC I,19,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Sagasa,Bread and Pastry NC II,31,Female,Elementary Graduate,Self-employed,Baking,Hospitality,Career Shifter,Dropout
Bagroy,Bread and Pastry NC II,38,Male,College Undergraduate,Underemployed,Baking,Hospitality,New Entrant,Graduate
Ma-ao,Computer Systems Servicing NC II,39,Female,Senior High,Self-employed,Computer Literacy,ICT,Returning Learner,Graduate
Abuanan,Computer Systems Servicing NC II,49,Male,College Graduate,Unemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Caridad,Shielded Metal Arc Welding NC I,25,Male,Junior High,Wage Employed,Welding,Construction,Experienced Worker,Graduate
Ilijan,Shielded Metal Arc Welding NC I,26,Male,Senior High,Unemployed,Welding,Construction,New Entrant,Graduate
Caridad,Carpentry NC II,39,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Sagasa,Computer Systems Servicing NC II,42,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Career Shifter,Dropout
Lag-asan,Driving NC II,18,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Alianza,Cookery NC II,35,Male,College Graduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Calumangan,Driving NC II,34,Male,Elementary Graduate,Underemployed,Driving,Transportation,New Entrant,Graduate
Poblacion,Electrical Installation and Maintenance NC II,30,Female,Senior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Atipuluan,Bread and Pastry NC II,38,Male,College Graduate,Underemployed,Computer Literacy,ICT,New Entrant,Graduate
Dulao,Electrical Installation and Maintenance NC II,28,Male,College Graduate,Underemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Dulao,Shielded Metal Arc Welding NC I,24,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Graduate
Calumangan,Cookery NC II,24,Female,Junior High,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Ma-ao,Computer Systems Servicing NC II,23,Female,Senior High,Self-employed,Computer Literacy,ICT,Experienced Worker,Graduate
Calumangan,Driving NC II,33,Male,College Undergraduate,Underemployed,Driving,Transportation,New Entrant,Graduate
Dulao,Shielded Metal Arc Welding NC I,23,Male,Senior High,Self-employed,Welding,Construction,Experienced Worker,Graduate
Bacong,Carpentry NC II,28,Female,Senior High,Wage Employed,Carpentry,Business,Experienced Worker,Graduate
Abuanan,Carpentry NC II,19,Male,Junior High,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Calumangan,Electrical Installation and Maintenance NC II,18,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Graduate
Sagasa,Shielded Metal Arc Welding NC I,31,Male,Junior High,Unemployed,Welding,Construction,New Entrant,Dropout
Caridad,Driving NC II,36,Male,Junior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Sagasa,Carpentry NC II,36,Male,Elementary Graduate,Self-employed,Carpentry,Construction,Experienced Worker,Dropout
Calumangan,Shielded Metal Arc Welding NC I,39,Female,Senior High,Underemployed,Welding,Construction,Returning Learner,Dropout
Sagasa,Shielded Metal Arc Welding NC I,30,Female,Senior High,Self-employed,Welding,Construction,Experienced Worker,Graduate
Atipuluan,Masonry NC II,47,Male,College Graduate,Wage Employed,Masonry,Construction,New Entrant,Dropout
Taloc,Driving NC II,41,Male,Senior High,Self-employed,Driving,Transportation,Experienced Worker,Graduate
Calumangan,Masonry NC II,18,Male,Junior High,Underemployed,Masonry,Construction,Career Shifter,Dropout
Lag-asan,Computer Systems Servicing NC II,41,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Graduate
Abuanan,Computer Systems Servicing NC II,35,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Experienced Worker,Graduate
Pacol,Electrical Installation and Maintenance NC II,27,Male,Senior High,Unemployed,Electrical Repair,Construction,Experienced Worker,Dropout
Taloc,Electrical Installation and Maintenance NC II,38,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,Career Shifter,Graduate
Binubuhan,Cookery NC II,35,Male,Senior High,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Atipuluan,Bread and Pastry NC II,40,Female,Senior High,Self-employed,Baking,Hospitality,Returning Learner,Graduate
Atipuluan,Masonry NC II,31,Male,Senior High,Self-employed,Masonry,Transportation,Career Shifter,Graduate
Atipuluan,Driving NC II,23,Male,Junior High,Underemployed,Driving,Transportation,Career Shifter,Graduate
Caridad,Shielded Metal Arc Welding NC I,44,Male,College Undergraduate,Self-employed,Welding,Construction,Experienced Worker,Graduate
Taloc,Cookery NC II,22,Female,College Undergraduate,Self-employed,Cooking,Hospitality,Experienced Worker,Graduate
Pacol,Carpentry NC II,34,Male,Senior High,Wage Employed,Carpentry,Construction,Experienced Worker,Graduate
Alianza,Electrical Installation and Maintenance NC II,25,Male,Senior High,Underemployed,Electrical Repair,Construction,Experienced Worker,Graduate
Ilijan,Electrical Installation and Maintenance NC II,35,Male,Elementary Graduate,Self-employed,Electrical Repair,Construction,New Entrant,Dropout
Abuanan,Driving NC II,26,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Graduate
Bagroy,Cookery NC II,39,Female,Elementary Graduate,Unemployed,Cooking,Hospitality,New Entrant,Graduate
Calumangan,Shielded Metal Arc Welding NC I,39,Male,Elementary Graduate,Self-employed,Welding,Construction,Returning Learner,Dropout
Bagroy,Shielded Metal Arc Welding NC I,40,Male,Junior High,Unemployed,Welding,Construction,Career Shifter,Dropout
Bacong,Driving NC II,38,Male,Elementary Graduate,Underemployed,Masonry,Construction,Returning Learner,Graduate
Balingasag,Electrical Installation and Maintenance NC II,19,Male,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Poblacion,Driving NC II,45,Male,College Undergraduate,Underemployed,Driving,Transportation,New Entrant,Graduate
Sagasa,Cookery NC II,33,Male,Senior High,Underemployed,Welding,Construction,New Entrant,Graduate
Caridad,Masonry NC II,40,Male,Junior High,Underemployed,Masonry,Construction,Career Shifter,Dropout
Taloc,Carpentry NC II,32,Female,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Dropout
Calumangan,Electrical Installation and Maintenance NC II,25,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Graduate
