barangay,course_applied,age,sex,educational_attainment,employment_status,current_skill,desired_career,learner_classification,training_outcome
Dulao,Bread and Pastry NC II,44,Male,Senior High,Self-employed,Baking,Hospitality,New Entrant,Dropout
Alianza,Electronic Products Assembly and Servicing NC II,41,Male,College Graduate,Self-employed,Electronics,Manufacturing,New Entrant,Graduate
Bacong,Landscape Installation and Maintenance (Softscape),26,Male,Junior High,Underemployed,Landscaping,Agriculture,New Entrant,Dropout
Ma-ao,Electrical Installation and Maintenance NC II,28,Male,Senior High,Unemployed,Electrical Repair,Construction,Career Shifter,Graduate
Caridad,Trainers Methodology Level I,32,Female,College Graduate,Self-employed,Training Delivery,Education,Experienced Worker,Graduate
Atipuluan,Bookkeeping NC II,21,Male,College Undergraduate,Underemployed,Bookkeeping,Business,Returning Learner,Graduate
Sagasa,Cookery NC II,39,Female,Senior High,Self-employed,Cooking,Manufacturing,Experienced Worker,Graduate
Alianza,Construction Painting NC II,22,Female,Senior High,Self-employed,Painting,Construction,Career Shifter,Graduate
Bagroy,Machining NC II,46,Male,College Undergraduate,Unemployed,Electronics,Manufacturing,Experienced Worker,Graduate
Poblacion,HEO (Hydraulic Excavator) NC II,52,Female,College Graduate,Wage Employed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Mailum,Masonry NC I,33,Male,College Undergraduate,Unemployed,Masonry,Hospitality,Returning Learner,Graduate
Malingin,Construction Painting NC II,51,Male,College Graduate,Wage Employed,Painting,Construction,Experienced Worker,Dropout
Bacong,Cookery NC II,31,Female,Junior High,Self-employed,Cooking,Hospitality,Experienced Worker,Dropout
Caridad,Bookkeeping NC II,36,Female,College Undergraduate,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Tabunan,Electrical Installation and Maintenance NC II,28,Female,Junior High,Underemployed,Electrical Repair,Construction,Returning Learner,Dropout
Poblacion,Landscape Installation and Maintenance (Softscape),44,Male,College Graduate,Self-employed,Landscaping,Agriculture,Returning Learner,Graduate
Sagasa,HEO (Bulldozer) NC II,23,Male,Senior High,Underemployed,Heavy Equipment Operation,Transportation,New Entrant,Graduate
Bacong,Organic Agriculture Production NC II,19,Male,Senior High,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Ilijan,Computer Systems Servicing NC II,47,Male,College Undergraduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Lag-asan,Electrical Installation and Maintenance NC II,29,Female,Junior High,Underemployed,Electrical Repair,Construction,New Entrant,Dropout
Calumangan,Cookery NC II,20,Male,Junior High,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Malingin,Driving NC II,28,Male,Senior High,Underemployed,Driving,Transportation,Experienced Worker,Dropout
Caridad,Bread and Pastry NC II,29,Male,College Graduate,Self-employed,Baking,Hospitality,Experienced Worker,Graduate
Napoles,HEO (Forklift) NC II,31,Male,Senior High,Self-employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Bacong,Electrical Installation and Maintenance NC II,39,Male,Elementary Graduate,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Caridad,Cookery NC II,46,Male,College Undergraduate,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Binubuhan,Electronic Products Assembly and Servicing NC II,28,Male,Elementary Graduate,Self-employed,Organic Farming,Agriculture,New Entrant,Dropout
Dulao,Electrical Installation and Maintenance NC II,46,Female,College Undergraduate,Wage Employed,Organic Farming,ICT,Career Shifter,Graduate
Pacol,Computer Systems Servicing NC II,24,Male,College Undergraduate,Unemployed,Computer Literacy,ICT,Returning Learner,Dropout
Poblacion,Carpentry NC II,33,Female,Senior High,Self-employed,Carpentry,Construction,Returning Learner,Graduate
Poblacion,Masonry NC I,23,Male,Junior High,Unemployed,Masonry,Construction,New Entrant,Graduate
Binubuhan,Machining NC II,26,Male,College Undergraduate,Self-employed,Machining,Manufacturing,Returning Learner,Graduate
Abuanan,Landscape Installation and Maintenance (Softscape),28,Female,Junior High,Underemployed,Landscaping,Agriculture,Career Shifter,Graduate
Busay,Masonry NC II,30,Male,Senior High,Self-employed,Masonry,Construction,Career Shifter,Graduate
Abuanan,Bookkeeping NC II,25,Male,College Graduate,Self-employed,Bookkeeping,Business,Experienced Worker,Dropout
Sagasa,Landscape Installation and Maintenance (Softscape),28,Male,Junior High,Unemployed,Landscaping,Agriculture,New Entrant,Dropout
Napoles,Carpentry NC II,21,Female,Senior High,Unemployed,Carpentry,Construction,Career Shifter,Graduate
Ma-ao,Computer Systems Servicing NC II,18,Male,Senior High,Wage Employed,Computer Literacy,Construction,New Entrant,Dropout
Busay,HEO (Bulldozer) NC II,30,Male,Elementary Graduate,Unemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Lag-asan,Cookery NC II,34,Female,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Dropout
Alianza,HEO (Wheel Loader) NC II,55,Male,College Graduate,Self-employed,Masonry,Construction,Returning Learner,Graduate
Abuanan,Bookkeeping NC II,32,Female,Junior High,Self-employed,Bookkeeping,Business,Experienced Worker,Graduate
Bagroy,Computer Systems Servicing NC II,21,Male,Senior High,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Sagasa,Masonry NC I,34,Male,Junior High,Unemployed,Masonry,Business,New Entrant,Dropout
Tabunan,Masonry NC I,27,Male,Senior High,Wage Employed,Masonry,Construction,Career Shifter,Dropout
Poblacion,Electrical Installation and Maintenance NC II,28,Male,College Undergraduate,Underemployed,Electrical Repair,Construction,Returning Learner,Graduate
Caridad,Masonry NC II,30,Male,Senior High,Unemployed,Masonry,Construction,New Entrant,Graduate
Busay,Organic Agriculture Production NC II,39,Female,Senior High,Unemployed,Organic Farming,Agriculture,Career Shifter,Dropout
Atipuluan,HEO (Forklift) NC II,26,Male,Senior High,Unemployed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Atipuluan,Shielded Metal Arc Welding NC II,42,Female,Senior High,Unemployed,Welding,Construction,New Entrant,Dropout
Calumangan,Electrical Installation and Maintenance NC II,27,Female,Senior High,Wage Employed,Electrical Repair,Construction,Career Shifter,Dropout
Taloc,Carpentry NC II,32,Male,Elementary Graduate,Underemployed,Carpentry,Construction,Returning Learner,Graduate
Ma-ao,HEO (Wheel Loader) NC II,34,Male,Senior High,Wage Employed,Heavy Equipment Operation,Construction,Experienced Worker,Graduate
Lag-asan,Landscape Installation and Maintenance (Softscape),41,Male,College Undergraduate,Wage Employed,Landscaping,Agriculture,Returning Learner,Dropout
Bacong,Cookery NC II,38,Female,College Undergraduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Lag-asan,Cookery NC II,30,Female,Junior High,Underemployed,Cooking,Hospitality,Experienced Worker,Dropout
Abuanan,Cookery NC II,36,Female,College Graduate,Underemployed,Cooking,Hospitality,Experienced Worker,Graduate
Ma-ao,Carpentry NC II,44,Male,College Undergraduate,Self-employed,Carpentry,Construction,Experienced Worker,Graduate
Napoles,Electrical Installation and Maintenance NC II,32,Male,Junior High,Self-employed,Electrical Repair,Construction,Returning Learner,Dropout
Poblacion,Construction Painting NC II,29,Male,Senior High,Self-employed,Painting,Construction,Returning Learner,Graduate
Bacong,Machining NC II,21,Female,Senior High,Wage Employed,Machining,Manufacturing,Experienced Worker,Graduate
Pacol,Bread and Pastry NC II,24,Female,Senior High,Wage Employed,Baking,Hospitality,Experienced Worker,Dropout
Abuanan,Landscape Installation and Maintenance (Softscape),47,Female,College Graduate,Wage Employed,Landscaping,Agriculture,Experienced Worker,Graduate
Alianza,Computer Systems Servicing NC II,38,Female,Junior High,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Balingasag,Bookkeeping NC II,24,Male,Junior High,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Bacong,Bread and Pastry NC II,38,Female,Junior High,Unemployed,Baking,Hospitality,New Entrant,Dropout
Napoles,Machining NC II,33,Male,College Undergraduate,Underemployed,Electronics,Manufacturing,Returning Learner,Dropout
Poblacion,Computer Systems Servicing NC II,21,Female,College Undergraduate,Unemployed,Machining,Manufacturing,Returning Learner,Graduate
Malingin,Electronic Products Assembly and Servicing NC II,38,Female,Senior High,Unemployed,Electronics,Manufacturing,Career Shifter,Dropout
Bagroy,Landscape Installation and Maintenance (Softscape),31,Male,Junior High,Unemployed,Landscaping,Agriculture,New Entrant,Dropout
Mailum,Carpentry NC II,27,Male,Junior High,Wage Employed,Carpentry,Construction,Experienced Worker,Dropout
Bagroy,Computer Systems Servicing NC II,38,Female,College Graduate,Wage Employed,Computer Literacy,ICT,Experienced Worker,Dropout
Pacol,Machining NC II,38,Male,Senior High,Unemployed,Machining,Manufacturing,New Entrant,Dropout
Ma-ao,Organic Agriculture Production NC II,27,Female,Junior High,Unemployed,Organic Farming,Agriculture,New Entrant,Dropout
Ilijan,Construction Painting NC II,32,Male,Senior High,Underemployed,Painting,Construction,Returning Learner,Graduate
Tabunan,Electrical Installation and Maintenance NC II,21,Male,Junior High,Unemployed,Electrical Repair,Construction,New Entrant,Dropout
Malingin,Construction Painting NC II,33,Male,Junior High,Underemployed,Painting,Construction,New Entrant,Graduate
Malingin,Bookkeeping NC II,23,Female,Junior High,Unemployed,Bookkeeping,Business,Career Shifter,Dropout
Bagroy,Bookkeeping NC II,53,Male,College Graduate,Wage Employed,Bookkeeping,Business,Experienced Worker,Dropout
Balingasag,Shielded Metal Arc Welding NC I,38,Male,College Undergraduate,Self-employed,Welding,Construction,Returning Learner,Graduate
Atipuluan,HEO (Forklift) NC II,46,Male,College Graduate,Underemployed,Cooking,Hospitality,Career Shifter,Dropout
Ma-ao,HEO (Wheel Loader) NC II,38,Male,Senior High,Underemployed,Heavy Equipment Operation,Construction,New Entrant,Dropout
Bacong,Shielded Metal Arc Welding NC II,41,Female,Junior High,Underemployed,Welding,Construction,Experienced Worker,Dropout
Tabunan,Construction Painting NC II,44,Male,Senior High,Self-employed,Painting,Construction,New Entrant,Dropout
Bacong,Driving NC II,46,Male,College Undergraduate,Wage Employed,Driving,ICT,Returning Learner,Graduate
Sagasa,Electrical Installation and Maintenance NC II,26,Male,Senior High,Underemployed,Electrical Repair,Construction,New Entrant,Graduate
Tabunan,Computer Systems Servicing NC II,40,Female,Senior High,Unemployed,Heavy Equipment Operation,Construction,Career Shifter,Graduate
Malingin,Trainers Methodology Level I,26,Female,College Graduate,Wage Employed,Training Delivery,Education,Career Shifter,Dropout
Lag-asan,Machining NC I,34,Male,College Undergraduate,Underemployed,Machining,Manufacturing,Returning Learner,Graduate
Bagroy,Computer Systems Servicing NC II,52,Female,College Graduate,Unemployed,Computer Literacy,ICT,New Entrant,Graduate
Caridad,Landscape Installation and Maintenance (Softscape),31,Male,Senior High,Wage Employed,Landscaping,Agriculture,Experienced Worker,Graduate
Taloc,Shielded Metal Arc Welding NC II,37,Male,Elementary Graduate,Unemployed,Welding,Construction,New Entrant,Dropout
Poblacion,Shielded Metal Arc Welding NC II,19,Male,College Undergraduate,Underemployed,Welding,Construction,New Entrant,Dropout
Taloc,Machining NC I,23,Male,Junior High,Self-employed,Carpentry,Construction,Career Shifter,Dropout
Lag-asan,Bookkeeping NC II,20,Female,Junior High,Self-employed,Bookkeeping,Business,Returning Learner,Graduate
Calumangan,Computer Systems Servicing NC II,39,Female,Junior High,Unemployed,Computer Literacy,ICT,Career Shifter,Dropout
Calumangan,Electrical Installation and Maintenance NC II,23,Female,College Undergraduate,Wage Employed,Bookkeeping,Business,Career Shifter,Dropout
Dulao,Construction Painting NC II,26,Male,College Undergraduate,Wage Employed,Painting,Manufacturing,Experienced Worker,Dropout
Malingin,Machining NC II,43,Female,Senior High,Underemployed,Cooking,Hospitality,New Entrant,Graduate
Poblacion,Organic Agriculture Production NC II,22,Male,Elementary Graduate,Self-employed,Organic Farming,Agriculture,Experienced Worker,Dropout
Abuanan,Bread and Pastry NC II,42,Male,College Undergraduate,Unemployed,Baking,Hospitality,Career Shifter,Graduate
Dulao,Trainers Methodology Level I,32,Male,College Undergraduate,Wage Employed,Training Delivery,Education,Experienced Worker,Graduate
Napoles,Carpentry NC II,30,Male,Junior High,Underemployed,Carpentry,Construction,Career Shifter,Graduate
Pacol,Trainers Methodology Level I,28,Female,College Undergraduate,Self-employed,Training Delivery,Business,Experienced Worker,Dropout
Calumangan,Electronic Products Assembly and Servicing NC II,34,Female,Junior High,Unemployed,Computer Literacy,ICT,Career Shifter,Graduate
Bagroy,Trainers Methodology Level I,38,Male,College Graduate,Wage Employed,Training Delivery,Education,Returning Learner,Graduate
Lag-asan,Organic Agriculture Production NC II,27,Male,Senior High,Unemployed,Organic Farming,Agriculture,New Entrant,Graduate
Poblacion,Computer Systems Servicing NC II,26,Male,College Undergraduate,Underemployed,Computer Literacy,ICT,Career Shifter,Graduate
Mailum,Electrical Installation and Maintenance NC II,29,Male,Senior High,Underemployed,Electrical Repair,Construction,Career Shifter,Dropout
Alianza,Landscape Installation and Maintenance (Softscape),39,Male,Senior High,Self-employed,Landscaping,Agriculture,Experienced Worker,Graduate
Atipuluan,Electronic Products Assembly and Servicing NC II,27,Female,College Undergraduate,Self-employed,Electronics,Manufacturing,Experienced Worker,Dropout
Pacol,Electronic Products Assembly and Servicing NC II,22,Male,Senior High,Self-employed,Electronics,Manufacturing,Returning Learner,Dropout
Malingin,Carpentry NC II,29,Male,Senior High,Self-employed,Carpentry,Construction,Experienced Worker,Dropout
Atipuluan,Machining NC I,18,Male,Elementary Graduate,Unemployed,Machining,Agriculture,Returning Learner,Dropout
Atipuluan,Organic Agriculture Production NC II,28,Female,Junior High,Wage Employed,Organic Farming,Agriculture,Returning Learner,Graduate
Mailum,Cookery NC II,38,Female,College Undergraduate,Unemployed,Organic Farming,Agriculture,Career Shifter,Graduate
Lag-asan,Construction Painting NC II,35,Male,Senior High,Unemployed,Painting,Construction,Returning Learner,Dropout
Sagasa,Construction Painting NC II,32,Female,Junior High,Unemployed,Painting,Construction,New Entrant,Graduate
Lag-asan,Machining NC I,22,Male,College Undergraduate,Wage Employed,Carpentry,Construction,Career Shifter,Dropout
Sagasa,Bookkeeping NC II,32,Female,Senior High,Unemployed,Bookkeeping,Business,Returning Learner,Graduate
Calumangan,Cookery NC II,32,Male,College Graduate,Wage Employed,Cooking,Hospitality,Experienced Worker,Graduate
Alianza,Driving NC II,43,Male,Senior High,Wage Employed,Driving,Transportation,Returning Learner,Graduate
Bacong,HEO (Hydraulic Excavator) NC II,21,Female,Elementary Graduate,Unemployed,Heavy Equipment Operation,Construction,Returning Learner,Dropout
Calumangan,Landscape Installation and Maintenance (Softscape),28,Male,Junior High,Self-employed,Landscaping,Agriculture,Returning Learner,Dropout
Napoles,HEO (Bulldozer) NC II,41,Male,College Undergraduate,Wage Employed,Heavy Equipment Operation,Construction,Experienced Worker,Dropout
Abuanan,Carpentry NC II,36,Male,Senior High,Wage Employed,Carpentry,ICT,Experienced Worker,Graduate
Ilijan,Computer Systems Servicing NC II,31,Male,College Graduate,Wage Employed,Computer Literacy,ICT,Returning Learner,Dropout
Ilijan,Electrical Installation and Maintenance NC II,24,Female,Junior High,Unemployed,Organic Farming,Agriculture,Career Shifter,Dropout
